enrolldt,price,downpmt,monthdue,pmttype,use,age,gender,default
19970327,599,50,5.5,1,1,25,2,1
19970328,302.9,100,9,1,0,0,2,1
19970418,1221.06,51,2.98,1,0,29,2,1
19970423,1195.08,75,2.98,1,0,28,1,1
19970619,1437.56,100,5.96,1,0,26,1,1
19970622,648.42,25,5.96,1,0,21,1,1
19970721,897.39,20,4.33,1,0,22,2,1
19970514,636.44,25,5.85,1,0,33,1,1
19980115,636.44,5,5.51,1,3,20,2,1
19970730,712.49,20,17,1,0,40,1,1
19970814,584.69,19,26,1,0,30,1,1
19971013,840.29,5,17,1,0,28,2,1
19970401,949,51,2,1,0,32,1,1
19970507,539,25,5,1,0,30,1,1
19970728,639,19,3,1,0,27,2,1
19970419,539,25,5,1,1,38,2,1
19970717,349,20,3,1,1,35,2,1
19970220,999,75,2.75,1,0,24,2,1
19970319,999,50,5.5,1,0,27,1,1
19970219,859,33,5.5,1,0,19,2,1
19970317,859,50,5.5,1,0,24,2,1
19970416,999,40,5.5,1,0,23,1,1
19970321,859,35,7.25,1,0,22,2,1
19970602,417.96,25,24,1,0,58,1,1
19970106,1108,150,5.5,1,0,29,2,1
19970312,925.58,25,5.92,1,0,22,1,1
19970318,1054.88,39,5.92,1,0,21,1,1
19970714,1054.88,50,4.31,1,0,27,2,1
19970715,2217.5,50,4.31,1,0,25,2,1
19970129,599,5,5.5,1,0,21,2,1
19970321,859,34,5.5,1,0,39,1,1
19970326,599,25,5.5,1,0,30,1,1
19970326,1245.92,100,5.72,1,1,26,2,1
19970426,914.16,150,2.86,1,0,47,2,1
19970417,949,50,2,1,0,32,1,1
19970605,689,35,4,1,0,21,1,1
19970703,349,20,3,1,0,26,1,1
19970730,349,19,3,1,0,42,2,1
19970819,799,20,3,1,0,30,2,1
19970922,899,50,4,1,0,36,2,1
19980803,1124,20,9.5,3,0,36,2,1
19970505,1255.64,5,5.86,1,0,25,2,1
19970131,459.03,50,40.22,1,0,23,1,1
19970618,640.93,25,2.95,1,1,37,1,1
19980107,967.28,75,17,1,0,27,1,1
19970201,979,37,5.5,1,0,21,1,1
19970205,1179,5,5.5,1,0,20,1,1
19970214,859,5,5.5,1,0,25,2,1
19970528,1129,50,5.5,1,0,35,1,1
19970130,1513.68,60,5.83,1,0,27,1,1
19970306,1276.27,150,2.98,1,0,30,1,1
19970330,1020.8,150,2.98,1,0,31,1,1
19970508,1545.81,50,5.96,1,0,0,1,1
19970529,1059.77,50,5.96,1,0,26,1,1
19971124,672,150,14,1,0,0,2,1
19970207,1578,100,2,1,0,22,2,1
19970214,949,50,2,1,0,24,2,1
19970312,1198,71,4,1,2,4,2,1
19970505,849,100,4,1,0,31,1,1
19970506,789,40,4,1,0,36,1,1
19970507,899,50,4,1,0,36,2,1
19970522,1038,50,4,1,0,34,1,1
19970228,929.87,35,5.96,1,0,33,1,1
19970527,594.29,100,5.96,1,0,30,1,1
19970708,486.04,20,4.33,1,0,22,2,1
19970721,486.04,20,4.33,1,0,32,1,1
19970314,634.94,25,5.83,1,3,26,1,1
19970325,1037.74,40,5.83,1,1,22,2,1
19970327,454.74,227.37,10,1,0,30,1,1
19970410,1143.74,150,2.92,1,0,38,2,1
19970423,910.54,75,2.92,1,1,31,1,1
19970316,979,40,5.5,1,5,22,2,1
19970414,1179,25,10,1,0,26,1,1
19970304,699,25,5.5,1,0,54,2,1
19970424,999,10,5.5,1,0,21,2,1
19970510,859,5,5.5,1,0,32,2,1
19970326,1032,65,8.25,1,0,22,1,1
19970328,783,40,8.5,1,0,23,1,1
19970306,1229,50,8,1,0,24,2,1
19970406,1129,100,4,1,0,30,2,1
19970130,1428,100,10,1,0,38,1,1
19970208,1179,50,10,1,0,21,2,1
19970226,1428,25,10,1,0,0,2,1
19970331,859,35,8.5,1,0,22,1,1
19970410,1179,50,10,1,0,27,1,1
19970312,1467.57,100,4.39,1,1,3,1,1
19970416,1414.32,100,2.93,1,0,29,1,1
19970303,1108,60,5.5,1,0,23,1,1
19970821,799,20,3,1,0,22,2,1
19980205,889,45,4,1,0,26,2,1
19980227,889,45,4,1,0,26,2,1
19970324,979,5,5.5,1,1,27,2,1
19970613,489,75,8.5,1,0,24,2,1
19970319,599,5,5.5,1,0,33,1,1
19970326,999,40,5.5,1,0,31,1,1
19970422,469,19,2.75,1,0,23,1,1
19970319,1307.82,75,5.86,1,0,21,2,1
19970327,989.39,75,4.39,1,1,23,2,1
19970112,999,5,5.5,1,0,30,1,1
19970126,999,50,5.5,1,0,22,1,1
19970501,962.76,75,5.86,1,0,22,2,1
19970717,887.03,19,4.28,1,0,25,1,1
19970926,640.93,1,4.28,1,0,15,2,1
19971015,1047.53,5,5.89,4,0,21,2,1
19970515,1437.56,800,6,1,0,25,1,1
19970907,1260.03,64,5.96,1,0,16,1,1
19971231,1091.16,44,4,1,0,22,2,1
19980126,929.87,5,5.51,1,0,33,2,1
19970325,1179,25,10,1,0,22,2,1
19970423,859,50,8.5,1,0,22,2,1
19970428,1428,100,10,1,0,0,2,1
19970314,1179,50,10,1,0,32,1,1
19970414,1179,25,15,1,0,24,2,1
19970530,1179,50,10,1,0,25,2,1
19970605,979,40,8.5,1,0,33,2,1
19970725,1029,30,9,1,0,28,2,1
19970305,469,26,5,1,1,21,2,1
19970402,739,50,2,1,1,23,2,1
19970509,874,75,4,1,0,28,2,1
19970707,349,20,3,1,2,22,1,1
19970125,1226.16,44,5.72,1,0,33,2,1
19970205,1226.16,50,2.86,1,0,29,1,1
19970215,893.36,50,2.86,1,0,23,1,1
19970424,1152.32,60,5.72,1,1,3,2,1
19970912,345.72,28,28,1,0,24,2,1
19970920,345.72,30,28,1,0,20,1,1
19971129,474.82,40,4,1,1,27,1,1
19970616,979,5,5.5,1,1,22,1,1
19971028,1428,75,5.5,1,0,20,1,1
19970404,1699.22,125,2.96,1,0,24,1,1
19970513,1270.38,25,5.93,1,0,21,2,1
19970220,1179,50,15,1,0,37,1,1
19970226,1718,100,8.5,1,0,29,1,1
19970331,943,75,10,1,0,30,2,1
19970127,599,26,5.5,1,0,22,1,1
19970203,599,25,5.5,1,0,23,2,1
19970220,1248,100,2.75,1,0,22,2,1
19970225,859,33,5.5,1,0,32,1,1
19970603,1079,100,10,1,0,30,1,1
19970801,979,50,9,1,0,26,2,1
19970827,829,25,7,1,0,35,2,1
19970512,859,35,5.5,1,0,22,1,1
19970515,859,35,5.5,1,0,25,1,1
19970501,1485.12,75,5.72,1,0,21,1,1
19970320,966.16,250,1.42,1,2,21,1,1
19970428,914.16,250,2.86,1,0,25,2,1
19970507,1018.16,39,5.72,1,0,20,1,1
19970514,1148.16,75,5.72,1,0,35,1,1
19970410,929,50,2.75,1,0,27,1,1
19970410,1079,100,2.75,1,0,23,1,1
19970417,840.29,50,14,1,0,25,2,1
19970417,840.29,50,14,1,0,23,2,1
19970519,733.79,100,8.5,1,0,24,1,1
19970529,584.69,25,29,1,0,22,1,1
19970927,840.29,1,17,1,0,0,2,1
19970603,1116.77,150,5.69,1,0,31,1,1
19970804,1838.16,100,4.14,1,0,44,2,1
19970814,1065.02,25,4.14,1,0,23,2,1
19970814,1065.02,25,4.14,1,0,0,1,1
19970904,1013.27,39,5.69,1,0,35,2,1
19970214,1179,5,5.5,1,0,21,1,1
19970421,699,30,5.5,1,0,22,2,1
19970506,649,50,5.5,1,0,41,1,1
19970515,1164,64,5.5,1,0,24,2,1
19970708,709,20,4,1,1,34,1,1
19980204,1038,50,6,1,0,24,1,1
19980330,949,50,6,1,1,23,2,1
19970426,1199.56,50,11,1,0,21,2,1
19970522,636.44,25,5.85,1,0,33,2,1
19970524,636.44,5,5.85,1,0,38,2,1
19970915,636.44,1,4.25,1,1,4,2,1
19970530,1179,5,5.5,1,3,23,2,1
19970518,599,26,8.5,1,0,22,1,1
19970305,1018.16,50,5.72,1,1,24,2,1
19970809,958,50,4,1,1,23,1,1
19970812,1029,19,4,1,1,21,1,1
19970826,449,20,4,1,0,25,1,1
19971003,1179,50,5.5,1,0,31,1,1
19970306,999,60,5.5,1,0,30,1,1
19970312,999,5,5.5,1,0,25,2,1
19970409,599,30,5.5,1,0,23,2,1
19970518,999,5,5.5,1,0,30,1,1
19970623,859,5,22,1,0,28,1,1
19970811,709,28,4,1,3,31,1,1
19970223,1226.16,50,2.86,1,1,30,1,1
19970420,2244.32,200,2.86,1,0,32,2,1
19970522,1174.16,50,5.72,1,0,25,2,1
19970318,1059.77,40,5.96,1,0,29,1,1
19970505,1129,50,5.5,1,0,21,2,1
19970619,929,50,5.5,1,0,24,2,1
19970704,1178,100,4,1,0,3,1,1
19970702,1079,50,5.5,1,0,22,2,1
19970717,859,50,5.5,1,1,21,1,1
19970730,449,20,5.5,1,0,28,1,1
19970917,979,1,5.5,1,3,35,2,1
19971031,1129,50,11,1,0,21,1,1
19971102,979,20,5.5,1,0,27,2,1
19970719,486.04,19,4.33,1,0,30,1,1
19971015,2119.54,10,5.96,1,0,30,1,1
19970619,1129,50,5.5,1,1,26,2,1
19970819,1029,20,4,1,1,21,2,1
19970307,979,25,5.5,1,1,24,2,1
19970228,859,5,5.5,1,0,46,1,1
19970401,1222.14,50,2.98,1,0,45,1,1
19970507,929.87,35,5.96,1,0,22,1,1
19970507,1592.66,100,5.96,1,0,24,2,1
19970610,929.87,5,5.96,1,0,23,2,1
19970318,859,10,5.5,1,0,26,1,1
19970716,486.04,25,4.33,1,0,23,2,1
19970428,999,40,5.5,1,0,32,2,1
19970313,1174.16,150,2.86,1,2,30,2,1
19970411,966.16,50,2.86,1,0,34,2,1
19970412,914.16,100,2.86,1,1,54,1,1
19970511,841.36,50,5.72,1,0,26,2,1
19970209,599,5,5.5,1,0,22,1,1
19970226,1357,100,2.75,1,0,44,1,1
19970302,859,34,5.5,1,0,29,1,1
19970306,859,5,5.5,1,0,22,1,1
19970315,599,26,5.5,1,0,24,1,1
19970617,518.34,5,5.84,1,0,20,2,1
19971030,718,44,2.75,1,0,0,2,1
19980718,619,27,6,3,0,32,2,1
19981105,899,25,8,3,0,37,2,1
19970528,1159.45,80,5.81,1,0,23,1,1
19970510,1718,10,12,1,0,0,1,1
19970620,599,25,8.5,1,0,40,1,1
19971024,539,25,5,1,0,29,2,1
19970210,1179,46,5.5,1,0,27,1,1
19970522,940.53,100,5.89,1,0,26,1,1
19970525,1420.96,125,2.95,1,0,44,2,1
19970613,1261.53,40,5.89,1,1,34,1,1
19970705,1367.46,44,4.28,1,1,3,2,1
19970407,1174.16,50,2.86,1,1,34,1,1
19970708,979,25,5.5,1,1,21,2,1
19970717,878.74,100,4,1,0,33,1,1
19970510,584.69,100,12.5,1,0,32,1,1
19970211,1248,75,2.75,1,0,26,2,1
19970217,999,5,5.5,1,0,33,2,1
19970219,1248,75,2.75,1,0,26,2,1
19970225,999,50,2.75,1,0,32,1,1
19970317,999,5,5.5,1,0,22,1,1
19970407,859,35,5.5,1,0,27,2,1
19970417,899,100,2.75,1,0,32,1,1
19970930,634.94,1,4.24,1,1,27,2,1
19970504,1328,200,5.5,1,0,24,2,1
19970509,1179,50,5.5,1,0,28,2,1
19970625,1428,30,5.5,1,1,39,2,1
19970429,910.54,39,5.83,1,0,55,1,1
19970516,1301.68,200,5.83,1,0,24,2,1
19970610,634.94,30,5.83,1,1,20,1,1
19970708,984.74,100,4.24,1,1,27,1,1
19970807,1113.89,19,4.33,1,0,20,1,1
19971008,1059.77,30,5.96,1,0,22,2,1
19971009,929.87,5,5.96,1,0,31,2,1
19970508,1179,0,15,1,0,25,1,1
19970616,1119,60,10,1,0,23,2,1
19970617,345.72,5,28,1,0,21,1,1
19971103,417.96,19,24,1,0,20,1,1
19971202,465.43,50,10.5,1,0,21,1,1
19970728,699,100,11,1,0,25,1,1
19970915,539,1,3,1,1,4,2,1
19970916,949,20,4,1,0,26,2,1
19970930,539,25,3,1,1,22,1,1
19970820,1626.26,69,4.26,1,3,31,1,1
19971118,1466.51,200,4,1,3,20,1,1
19971216,2103.38,125,4,1,1,21,1,1
19970417,899,150,2.75,1,0,40,1,1
19970615,1468.95,55,5.96,1,0,51,2,1
19970903,929.87,35,5.96,1,0,24,1,1
19970519,1079,150,15,1,0,26,1,1
19970423,859,35,8.5,1,0,21,2,1
19970615,1129,50,10,1,0,23,1,1
19970308,373.43,75,17.12,1,0,23,2,1
19970412,459.03,40,40.66,1,0,34,1,1
19970417,587.43,52,29.43,1,0,34,2,1
19970426,480.43,160.43,13.75,1,0,42,1,1
19970430,1836.12,160,40.66,1,0,22,2,1
19970528,859,35,5.5,1,0,20,2,1
19970701,999,20,4,1,0,23,1,1
19970307,599,25,5.5,1,0,19,1,1
19970325,599,25,5.5,1,0,33,2,1
19980218,726.96,25,6,1,1,24,2,1
19970428,1577,100,11,1,0,37,1,1
19970429,1129,50,11,1,0,23,1,1
19971216,465.43,51,21,1,0,23,1,1
19970624,979,5,5.5,1,1,25,1,1
19970624,699,5,5.5,1,0,21,1,1
19970906,1179,25,5.5,1,0,26,1,1
19970811,799,20,3,1,0,24,1,1
19970605,599,25,2.75,1,0,23,1,1
19971022,2358,10,5.5,1,0,21,2,1
19970505,966.16,50,5.72,1,0,25,1,1
19970507,914.16,150,5.72,1,0,28,2,1
19970708,449,25,4,1,3,28,2,1
19970817,1418,56,4,1,1,25,1,1
19970820,1029,19,4,1,1,21,1,1
19970929,979,39,5.5,1,3,23,1,1
19970516,599,26,5.5,1,0,32,1,1
19970528,599,5,5.5,1,0,26,1,1
19971230,489,20,4,1,1,16,2,1
19971022,998,150,11,1,0,25,2,1
19980226,734,75,20,5,0,32,1,1
19970723,1517.26,44,4.28,1,1,4,2,1
19970925,1047.53,1,5.89,5,0,26,2,1
19981013,1398,50,8,3,3,30,2,1
19970312,599,25,5.5,1,0,30,1,1
19970315,599,25,5.5,1,0,36,1,1
19970327,759,100,4.12,1,0,32,1,1
19970520,1079,100,5.5,1,0,33,2,1
19971207,362.23,51,21,1,0,40,2,1
19980224,1164.66,40,6.36,1,0,21,2,1
19970630,1005.64,50,5.96,1,0,27,1,1
19970819,1085.75,75,17,1,0,26,1,1
19970821,843.27,50,17,4,0,22,1,1
19970507,999,5,5.5,1,0,40,1,1
19970518,859,50,5.5,1,0,36,2,1
19970620,999,5,5.5,1,0,26,2,1
19980305,619,25,8.5,1,2,24,1,1
19980313,899,36,8.5,1,0,21,1,1
19970401,1485.12,100,2.86,1,0,28,1,1
19970422,1174.16,50,2.86,1,1,29,1,1
19970827,709,19,4,1,0,25,1,1
19970611,1229,20,8,1,0,43,1,1
19970809,449,20,5.5,1,1,33,2,1
19970826,449,20,5.5,1,0,27,1,1
19970916,1403,75,8,1,0,4,1,1
19971211,929,50,4,1,0,24,2,1
19980401,909,25,6,1,0,26,2,1
19980404,1279,50,6,1,0,29,1,1
19980915,1258,50,8,3,1,29,1,1
19970611,861.59,50,5.86,1,1,38,2,1
19970922,1201.32,150,5.86,1,0,3,2,1
19970923,914.84,35,5.86,1,1,24,2,1
19971030,1239.66,64,5.86,1,0,25,2,1
19971108,648.59,100,4.26,1,3,63,2,1
19980206,1229,48,10.25,1,0,28,1,1
19980217,659.24,25,6,1,0,20,2,1
19970710,829,20,4,1,1,30,2,1
19970529,979,40,5.5,1,0,21,2,1
19970620,699,11,5.5,1,0,23,2,1
19970929,699,25,5.5,1,0,26,1,1
19971006,1228,30,5.5,1,0,52,1,1
19970916,829,50,8,1,2,44,1,1
19970530,979,5,5.5,1,0,21,1,1
19970904,449,20,4,1,3,46,2,1
19970726,1254.57,100,11,1,0,24,1,1
19970717,849,19,4,1,0,28,2,1
19970327,899,150,2.75,1,0,23,1,1
19970422,809,50,2.75,1,0,28,1,1
19970628,948,51,5.5,1,0,42,2,1
19970721,449,20,4,1,0,34,1,1
19970805,1102.53,50,4.29,1,0,30,2,1
19970331,1048,35,5.5,1,0,22,2,1
19970417,599,25,5.5,1,0,21,1,1
19970430,469,19,2.75,1,0,21,1,1
19970607,459.03,60,40.66,1,0,21,2,1
19970530,1179,25,15,1,0,37,2,1
19970709,1029,19,9,1,0,32,1,1
19970725,703.99,19,7,1,0,28,2,1
19970522,1328,100,5.5,1,0,40,2,1
19970522,1328,100,5.5,1,0,4,2,1
19970825,449,38,4,5,1,24,2,1
19970627,1168.96,55,5.72,1,1,23,2,1
19970915,622.96,25,4.16,1,1,22,1,1
19970919,1122.16,100,5.72,4,1,37,1,1
19970924,893.36,35,5.72,1,0,26,2,1
19970628,987.06,50,5.84,1,0,28,2,1
19970711,753.31,19,4.25,1,0,26,1,1
19970810,753.31,20,4.25,1,0,23,1,1
19970915,933.94,150,5.84,1,0,22,1,1
19970706,751.54,25,4.24,1,1,23,1,1
19970802,475.94,38,4.24,1,1,38,1,1
19970704,993.69,50,4.06,1,0,26,2,1
19970801,719.64,20,4.06,1,0,37,1,1
19970905,607.99,25,4.06,1,0,34,1,1
19970509,599,5,5.5,1,0,26,1,1
19970612,599,25,2.75,1,0,29,1,1
19970724,1029,19,4,1,1,20,2,1
19970731,1527,69,4,1,1,27,2,1
19971005,699,25,5.5,1,1,20,1,1
19970618,979,5,5.5,1,1,23,2,1
19970714,1107,100,4,4,0,16,1,1
19970721,829,20,4,1,0,22,2,1
19970813,449,39,4,1,1,32,2,1
19970525,949,46,4,1,0,24,1,1
19970728,1377.05,125,11,1,0,0,2,1
19970712,584.69,34.08,26,1,0,25,1,1
19970923,1328,100,5.5,1,1,23,1,1
19971010,979,39,5.5,1,0,26,1,1
19971205,484.55,25,4.32,1,0,29,1,1
19970624,1378,50,11,1,0,26,1,1
19970815,729,100,14,1,0,22,1,1
19970904,1228,50,5.5,5,0,23,1,1
19971202,1129,50,11,1,0,24,1,1
19971223,489,150,4,1,0,0,2,1
19970607,989.39,50,5.86,1,1,34,2,1
19970624,1202.39,50,11,1,0,35,1,1
19970626,936.14,100,8.5,1,0,31,1,1
19970707,1029,20,4,1,0,38,2,1
19970902,729,100,7,1,0,24,1,1
19970925,1037.74,1,5.83,1,1,22,2,1
19970926,1174.48,75,5.83,1,0,24,1,1
19971001,910.54,5,5.83,1,4,41,1,1
19971107,475.94,20,4.24,1,0,43,2,1
19980114,1037.74,5,5.5,1,3,21,2,1
19980203,1692.82,125,14,1,0,31,2,1
19970909,1154,75,8,1,2,27,2,1
19971020,1403,75,11,1,0,3,2,1
19980109,1758,50,8,1,1,23,2,1
19970608,1826,225,5.5,1,0,43,1,1
19970807,779,50,4,1,1,23,2,1
19970527,489,50,8.5,1,0,21,1,1
19970612,979,5,8.5,1,0,33,2,1
19970711,1108.75,20,4.31,1,0,25,2,1
19970520,599,5,5.5,1,0,41,2,1
19970806,763.95,50,4.31,1,0,33,1,1
19970516,599,25,5.5,1,0,29,2,1
19970521,949,50,5.5,1,0,30,2,1
19970521,999,100,5.5,1,0,32,1,1
19980120,453.67,35,4,1,4,20,1,1
19970714,849,20,4,1,0,29,1,1
19970611,1490.6,100,5.96,1,0,20,1,1
19970711,767.49,20,4.33,1,0,20,1,1
19970802,486.04,20,4.33,1,0,23,2,1
19971212,1098,100,3,1,0,28,1,1
19970819,905.03,50,17,1,0,40,1,1
19970609,1179,5,5.5,1,0,22,1,1
19970719,958.99,25,5,1,0,35,1,1
19970810,649,50,5,1,0,38,1,1
19970918,1577,100,5.5,5,0,33,1,1
19970515,549,50,5.5,1,0,39,2,1
19970525,599,5,5.5,1,0,34,2,1
19970703,1113.89,39,4.33,1,0,27,2,1
19970826,897.39,19,4.33,4,0,35,2,1
19970906,1005.64,50,5.95,1,0,19,2,1
19971029,1005.64,50,5.96,1,0,39,2,1
19971125,1059.77,40,4.33,1,0,46,1,1
19970602,1058,100,5.5,1,0,18,2,1
19970708,449,33,4,1,0,29,2,1
19970829,1143.47,50,5.5,1,0,21,2,1
19980526,1333.17,50,5,1,0,26,2,1
19980605,1249.44,65,5.64,3,0,23,2,1
19970703,949,50,4,1,0,24,1,1
19970711,659,50,4,1,0,18,2,1
19970812,449,19,4,1,0,33,1,1
19970711,1029,20,4,1,1,27,1,1
19970905,979,40,5.5,1,1,24,2,1
19970613,591.08,15.98,2,1,0,23,1,1
19970709,475.94,25,4.24,1,1,27,2,1
19970722,1354.68,51,4.24,1,1,25,2,1
19970906,857.54,50,5.83,1,0,3,2,1
19970919,634.94,25,4.24,1,1,34,2,1
19970627,1059.77,150,5.96,1,0,33,1,1
19970731,1275.19,100,11,1,0,0,2,1
19970908,648.42,1,4.33,1,0,31,1,1
19970608,1018.16,39,5.72,1,1,33,1,1
19970619,1122.16,150,5.72,4,0,30,2,1
19970707,862.16,40,4.16,1,1,34,1,1
19970707,966.16,150,4.16,1,0,20,2,1
19970708,966.16,100,4.16,1,1,27,1,1
19970727,999,19,4,1,0,39,1,1
19970812,1098,44,4,1,0,17,2,1
19970827,999,35,4,1,0,21,2,1
19970913,599,5,4,1,0,45,2,1
19971201,449,19,4,1,1,22,1,1
19970527,1226.16,100,5.72,1,0,33,1,1
19970603,1226.16,5,5.72,1,1,21,1,1
19970523,459.03,40,40.66,1,0,34,1,1
19970613,854.93,76,24.08,1,0,28,2,1
19970702,829,19,4,1,1,26,1,1
19970902,979,50,5.5,1,0,23,1,1
19970911,2258,100,5.5,4,1,38,1,1
19971106,599,50,4,1,1,25,1,1
19970524,1122.16,150,5.72,1,0,27,2,1
19970530,966.16,50,5.72,1,0,28,2,1
19970611,1640.08,300,5.72,1,0,27,2,1
19970718,1058.69,51,4.33,1,0,35,1,1
19970725,486.04,20,4.33,1,0,29,1,1
19971019,1059.77,5,5.96,1,0,20,1,1
19970615,599,25,2.75,1,0,36,1,1
19970630,859,5,5.5,1,0,26,1,1
19970801,799,50,4,1,0,32,2,1
19970807,449,38,4,1,0,22,1,1
19970731,1029,25,4,1,0,20,2,1
19970610,949,50,5.5,1,0,27,1,1
19970429,859,35,5.5,1,0,29,1,1
19970516,1995,105,5.5,1,0,20,1,1
19970915,1047.53,40,5.89,1,1,28,2,1
19980120,1181.28,75,11,1,0,22,1,1
19971210,349,20,3,1,0,24,1,1
19971130,449,19,5.5,1,1,25,2,1
19970919,1079,100,5.5,1,1,43,1,1
19970709,829,19,4,5,1,30,1,1
19970805,709,20,4,1,2,31,2,1
19970820,449,19,4,1,1,22,2,1
19970829,1090.49,100,5.5,1,0,53,2,1
19971008,1387.22,20,5.83,1,0,22,2,1
19980501,999,25,6,1,1,21,2,1
19980512,1258,150,6,1,0,29,1,1
19980523,719,30,6,1,1,23,1,1
19980518,899,36,7,1,3,33,1,1
19970826,712.49,100,14,1,0,22,2,1
19971030,584.69,43,29,1,0,24,1,1
19970625,599,25,2.75,1,0,19,1,1
19970702,709,28,4,1,0,41,1,1
19970812,1383.44,44,4.33,1,0,16,1,1
19970815,486.04,38,4.33,1,0,42,1,1
19971009,1544.73,100,11,1,0,37,2,1
19970919,929.87,5,5.96,1,0,31,1,1
19971015,2119.54,10,5.96,4,0,25,2,1
19971231,1262.2,62,4.33,1,0,23,1,1
19980125,1059.77,39,5.51,1,0,29,1,1
19980422,1199,10,6,5,0,20,2,1
19980430,1099,105,14,1,0,20,2,1
19980727,874,19,6,3,0,22,2,1
19970621,1129,50,5.5,1,0,37,2,1
19971002,910.54,5,5.83,1,0,23,1,1
19970828,1397,250,11,1,0,25,2,1
19980409,999,5,6,1,0,27,2,1
19970801,966.16,150,4.16,1,0,25,1,1
19970604,1428,71,5.5,1,1,43,1,1
19970622,929.87,35,5.96,1,0,29,1,1
19970718,897.39,19,4.33,1,0,28,2,1
19970804,1113.89,50,4.33,1,0,37,1,1
19970806,843.27,50,4.33,1,0,36,1,1
19970826,767.49,20,4.33,1,0,21,2,1
19970712,1113.89,20,4.33,1,0,21,1,1
19970728,1383.44,100,11,1,0,0,2,1
19970803,1113.89,50,4.33,1,0,20,1,1
19970811,2119.54,100,4.33,1,0,24,1,1
19970817,1005.64,150,11,1,0,23,1,1
19970825,1113.89,50,11,1,0,31,1,1
19970716,449,25,4,1,0,24,2,1
19970901,1329.12,200,4.16,1,0,20,2,1
19970917,1173.12,100,5.72,1,1,34,1,1
19971231,966.16,100,4,1,1,24,2,1
19980122,1391.52,150,5.5,1,0,27,1,1
19980211,997.36,39,6,1,1,38,1,1
19970717,709,5,4,1,0,23,1,1
19970722,749,19,4,1,0,42,1,1
19970806,449,25,4,1,0,26,1,1
19970819,449,19,4,1,0,21,1,1
19970527,859,20,5.5,1,0,23,2,1
19970602,599,25,2.75,1,0,28,2,1
19970605,599,5,2.75,1,0,0,1,1
19970612,999,40,5.5,1,0,46,2,1
19970630,899,300,5.5,1,0,20,1,1
19970701,709,25,4,1,0,25,2,1
19970831,1029,5,4,1,0,23,2,1
19970831,1078,44,6,1,0,33,2,1
19970811,659,50,4,1,0,24,1,1
19970811,659,50,4,1,0,24,1,1
19970703,1029,19,4,1,0,28,2,1
19970902,929,100,5.5,1,0,24,1,1
19970922,599,1,4,1,0,32,1,1
19970825,1029,19,4,1,1,19,2,1
19970709,849,20,4,1,0,29,1,1
19971017,469,25,5,1,1,33,1,1
19971022,469,50,5,1,1,21,1,1
19971113,929,20,4,1,0,42,1,1
19970912,1174.16,50,5.72,1,1,20,1,1
19971103,1174.16,100,11,1,0,25,1,1
19970803,1018.16,50,4.16,1,0,40,1,1
19970606,859,35,5.5,1,0,32,1,1
19970630,1183,65,5.5,1,0,57,2,1
19971114,599,20,8.5,4,0,27,1,1
19970529,999,50,5.5,1,0,24,1,1
19970602,999,46,5.5,1,0,34,1,1
19970625,599,25,2.75,1,0,24,2,1
19971016,599,25,5.5,1,0,41,2,1
19971025,979,5,5.5,1,0,31,1,1
19971205,449,20,5.5,1,3,32,1,1
19971013,1261.53,46,5.5,1,1,33,1,1
19971025,1447.71,75,5.89,1,0,4,2,1
19971114,1420.96,100,4,1,1,22,2,1
19970709,709,19,4,1,0,42,1,1
19970618,599,26,2.75,1,0,39,1,1
19970630,949,50,5.5,1,0,25,1,1
19970702,449,19,4,1,0,23,2,1
19970917,1198,50,5.5,1,0,49,1,1
19971114,1129,50,10,1,0,27,2,1
19970926,1178,50,5.5,1,1,22,2,1
19980124,1198,26,5.5,1,1,34,2,1
19971211,1309.19,150,4.23,5,1,26,2,1
19980131,908.39,35,5.5,1,1,31,2,1
19980226,654.59,25,6,1,1,22,2,1
19971021,1179,5,2.75,1,0,23,2,1
19971223,449,25,4,1,1,28,1,1
19971231,449,25,4,1,1,20,1,1
19980131,1238,150,11,5,0,23,2,1
19970828,772.74,100,14,1,0,25,1,1
19970903,634.94,40,4.24,1,1,29,1,1
19970916,634.94,25,4.24,1,1,24,1,1
19970918,634.94,25,4.24,1,1,49,1,1
19970919,857.54,50,5.83,1,1,36,1,1
19970930,857.54,50,5.83,1,1,31,1,1
19980512,1597.04,50,6,1,0,31,2,1
19970713,958,44,4,1,0,18,1,1
19970622,599,5,2.75,1,0,27,1,1
19970707,1048,50,4,1,0,29,1,1
19970712,449,19,4,1,0,35,2,1
19970731,999,19,4,1,0,22,1,1
19971021,539,5,5,1,1,22,2,1
19970904,979,1,5.5,1,3,24,2,1
19971010,1198,50,4,1,1,3,2,1
19970731,1418,40,4,1,1,27,2,1
19970905,759,100,5.5,1,1,23,2,1
19970802,449,25,4,1,0,23,1,1
19970913,879,100,8.5,1,0,38,1,1
19971015,1129,50,15,1,0,20,1,1
19971103,859,20,8.5,1,0,26,1,1
19971103,449,25,4,1,0,27,2,1
19970903,489,244.5,8,1,0,18,2,1
19980124,1047.53,40,5.5,1,1,42,1,1
19970913,1221.06,100,5.96,1,0,22,2,1
19971003,1276.27,46,5.96,1,0,29,1,1
19971108,832.44,80,4.33,1,0,22,1,1
19980211,1560.22,30,6,1,0,27,1,1
19980116,1221.06,125,5.51,4,0,25,2,1
19980124,1005.64,50,5.51,1,0,23,1,1
